ring,year,site,box,age,sex,wing,mass,date,time,ringer
AXH7149,2021,PTH,5,6,M,66,10.41,147,11:13,Recorder2
AXH7150,2021,PTH,4,6,M,64,10.49,147,11:00,Recorder2
AXH7214,2021,LVN,8,6,M,65,10.34,147,11:57,Recorder3
AXH7805,2021,EDI,3,6,F,63,11.1,147,6:54,Recorder3
AXH7806,2021,EDI,7,6,M,63,9.82,147,7:08,Recorder3
AXH7807,2021,EDI,7,6,F,63,11.13,147,7:12,Recorder3
AXH7808,2021,EDI,8,5,F,63,10.7,147,7:19,Recorder3
AXH7809,2021,EDI,8,6,M,64,10.12,147,7:21,Recorder3
AXH7818,2021,RSY,5,5,F,62,11.69,147,8:25,Recorder3
AXH7819,2021,RSY,7,6,F,61,11.32,147,8:40,Recorder3
AXH7820,2021,RSY,7,5,M,64,10.72,147,8:43,Recorder3
AXH7821,2021,RSY,8,6,F,61,11.38,147,9:06,Recorder3
AXH7822,2021,RSY,8,6,M,63,10.85,147,9:08,Recorder3
AXH7823,2021,FOF,8,5,F,61,11.35,147,10:04,Recorder3
AXH9087,2021,SER,1,6,F,59,10.59,147,8:12,Recorder2
AXH9367,2021,LVN,8,6,F,61,11.41,147,11:59,Recorder3
AXH9375,2021,RSY,5,6,M,66,10.8,147,13:28,Recorder3
AXH9378,2021,FOF,8,6,M,63,10.34,147,10:03,Recorder3
AXH9434,2021,AVI,6,6,F,63,10.98,147,9:46,Recorder24
S921907,2021,EDI,1,6,F,62,11.45,147,6:44,Recorder3
S922355,2021,EDI,3,6,M,64,10.62,147,6:52,Recorder3
ARD6989,2021,STY,3,6,M,65,10.31,149,9:21,Recorder2
AXH7402,2021,PTH,4,6,F,63,10.95,149,7:06,Recorder2
AXH7406,2021,EDI,5,6,M,66,10.85,149,8:21,Recorder3
AXH7841,2021,EDI,2,6,M,64,11.39,149,8:03,Recorder3
AXH7842,2021,EDI,2,6,F,62,10.72,149,8:05,Recorder3
AXH7843,2021,EDI,5,5,F,61,10.28,149,8:23,Recorder3
AXH9186,2021,FOF,7,6,F,62,10.8,149,11:16,Recorder3
AXH9547,2021,ART,1,5,F,63,11.15,149,15:15,Recorder25
AXH9548,2021,ART,1,5,M,65,10.39,149,15:15,Recorder25
AXH9617,2021,CAR,3,6,F,64,10.65,149,11:35,Recorder6
S229136,2021,FOF,7,6,M,64,11.3,149,11:14,Recorder3
_APR7172,2021,RSY,6,5,F,62,10.64,151,7:30,Recorder2
_APR7173,2021,RSY,6,5,M,63,10.49,151,7:30,Recorder2
AHD7856,2021,DOW,6,6,M,66,10.85,151,10:02,Recorder2
ARD7539,2021,SER,2,6,M,65,10.93,151,11:57,Recorder3
AXH7143,2021,BLG,6,6,M,66,11.11,151,9:10,Recorder6
AXH7408,2021,RSY,3,6,M,65,10.94,151,8:02,Recorder2
AXH7891,2021,SER,2,6,F,61,10.82,151,11:55,Recorder3
AXH8071,2021,DOW,6,6,F,65,11.28,151,10:02,Recorder2
AXH9063,2021,BLG,8,6,F,63,11.8,151,8:53,Recorder6
AXH9108,2021,BLG,6,6,F,63,10.91,151,9:30,Recorder6
AXH9557,2021,ART,2,6,M,67,11.31,151,11:53,Recorder25
AXH9558,2021,ART,2,6,F,62,10.56,151,11:53,Recorder25
AXH9632,2021,BLG,8,5,M,64,10.37,151,8:53,Recorder6
S228366,2021,GLF,2,6,M,65,10.69,151,11:34,Recorder2
S921491,2021,GLF,2,6,F,65,11.43,151,11:34,Recorder2
_APR7219,2021,PTH,6,5,M,65,11.2,153,10:38,Recorder2
_APR7220,2021,PTH,7,5,F,65,11,153,10:56,Recorder2
_APR7221,2021,SER,4,5,M,62,10.58,153,12:10,Recorder2
_APR7230,2021,GLF,6,5,F,61,11.58,153,13:55,Recorder2
AHD7068,2021,DOW,8,6,M,66,10.21,153,10:38,Recorder3
AHD7884,2021,BLG,7,6,F,63,10.89,153,8:22,Recorder2
ARD6074,2021,FOF,6,6,M,68,11.12,153,8:38,Recorder3
ARD6783,2021,SER,4,6,F,63,10.66,153,12:10,Recorder2
ARD7146,2021,CAR,2,6,F,64,10.39,153,15:10,Recorder6
ARD7277,2021,NEW,1,6,M,63,10.82,153,16:52,Recorder24
ARD7367,2021,CAR,2,6,M,67,11.01,153,15:10,Recorder6
ARD7514,2021,PTH,7,6,M,66,10.97,153,10:56,Recorder2
ARD7577,2021,STY,3,6,F,63,10.8,153,9:24,Recorder2
ARD7733,2021,DAV,1,6,F,61,10.13,153,9:20,Recorder6
ARD7770,2021,NEW,5,6,F,62,10.18,153,10:52,Recorder24
ARD7845,2021,PIT,5,6,M,64,10.5,153,8:58,Recorder24
ARD7956,2021,ART,8,6,M,66,10.46,153,11:35,Recorder6
AXH7100,2021,DAV,3,6,M,64,9.93,153,8:45,Recorder6
AXH7122,2021,ART,8,6,F,64,11.06,153,11:35,Recorder6
AXH7147,2021,STY,5,6,M,67,10.74,153,9:53,Recorder2
AXH7409,2021,RSY,3,6,F,62,10.71,153,7:20,Recorder3
AXH7566,2021,DAV,3,6,F,63,11.38,153,8:45,Recorder6
AXH7708,2021,DOW,8,5,F,60,10.25,153,10:36,Recorder3
AXH7709,2021,LVN,5,6,F,64,10.3,153,12:35,Recorder3
AXH7893,2021,FOF,1,6,M,65,9.8,153,8:26,Recorder3
AXH7899,2021,FOF,1,6,F,62,10.71,153,8:28,Recorder3
AXH7900,2021,FOF,6,5,F,63,10.57,153,8:36,Recorder3
AXH8122,2021,DAV,1,6,M,66,10.43,153,9:20,Recorder6
AXH9064,2021,BLG,7,6,M,67,10.75,153,8:22,Recorder2
AXH9176,2021,STY,5,6,F,65,10.14,153,9:53,Recorder2
AXH9365,2021,PTH,6,6,F,62,10.95,153,10:38,Recorder2
AXH9438,2021,AVI,1,6,M,66,10.57,153,17:22,Recorder25
AXH9594,2021,AVI,1,6,F,63,10.85,153,17:22,Recorder25
AXH9595,2021,AVI,5,5,F,62,9.64,153,18:02,Recorder25
AXH9789,2021,PIT,5,5,F,60,10.95,153,8:35,Recorder24
AXH9790,2021,KCK,1,6,F,62,9.74,153,11:55,Recorder24
AXH9791,2021,KCK,1,5,M,65,9,153,11:58,Recorder24
S921378,2021,NEW,5,6,M,66,10.52,153,17:23,Recorder24
S921846,2021,BLG,1,6,M,66,10.77,153,8:09,Recorder2
S922700,2021,NEW,1,6,F,61,10.47,153,16:55,Recorder24
Z164020,2021,LVN,5,6,M,65,11.23,153,12:33,Recorder3
_APR7242,2021,FOU,4,5,M,66,10.72,154,9:38,Recorder2
_APR7259,2021,DEL,3,6,F,64,10.12,154,10:45,Recorder2
_APR7260,2021,DEL,3,5,M,63,11,154,10:45,Recorder2
_APR7268,2021,DEL,4,5,F,63,,154,11:05,Recorder2
_APR7276,2021,DEL,4,5,M,63,10.25,154,11:32,Recorder2
_APR7277,2021,TAI,4,5,F,62,10.89,154,12:08,Recorder2
_APR7278,2021,TAI,4,5,M,63,11.14,154,12:08,Recorder2
_APR7286,2021,TAI,5,5,F,61,10.69,154,12:27,Recorder2
ARD6250,2021,FOU,4,6,F,63,10.21,154,9:38,Recorder2
ARD6253,2021,TAI,2,6,M,63,10.62,154,12:20,Recorder3
ARD6696,2021,AVI,5,6,M,66,9.88,154,11:05,Recorder6
ARD6700,2021,TAI,1,6,M,66,11.3,154,12:43,Recorder3
ARD7323,2021,DEL,1,6,M,63,10.01,154,10:45,Recorder3
ARD7731,2021,ALN,2,6,F,63,10.42,154,14:15,Recorder2
ARD7732,2021,ALN,1,6,M,65,10.2,154,14:27,Recorder2
ARD7974,2021,ALN,2,6,M,65,10.25,154,14:15,Recorder2
AXH7114,2021,TAI,5,6,M,63,10.77,154,12:27,Recorder2
AXH7116,2021,ALN,1,6,F,64,11,154,14:27,Recorder2
AXH7480,2021,DEL,2,6,F,63,10.04,154,11:46,Recorder2
AXH7747,2021,DEL,5,5,F,60,10.24,154,11:29,Recorder3
AXH7748,2021,DEL,5,5,M,64,10.44,154,11:31,Recorder3
AXH7754,2021,TAI,2,5,F,61,11.15,154,12:18,Recorder3
AXH7763,2021,FOU,5,6,M,64,10.62,154,15:09,Recorder3
AXH8009,2021,DOR,3,6,F,63,9.68,154,13:23,Recorder3
AXH8194,2021,HWP,5,6,F,63,10.43,154,10:15,Recorder6
AXH9278,2021,DEL,1,6,F,60,10.12,154,10:47,Recorder3
AXH9331,2021,ALN,8,6,F,62,9.69,154,14:43,Recorder3
AXH9465,2021,NEW,6,6,M,64,10.39,154,8:45,Recorder6
AXH9686,2021,HWP,1,5,F,63,11.17,154,9:25,Recorder6
AXH9687,2021,HWP,1,5,M,62,10.06,154,9:25,Recorder6
S921658,2021,TAI,1,6,F,61,10.14,154,12:41,Recorder3
AHD7868,2021,STY,1,6,F,62,10.98,155,11:01,Recorder3
ARD6171,2021,PTH,3,6,M,67,10.63,155,8:27,Recorder3
ARD6614,2021,NEW,2,6,F,62,10.12,155,19:10,Recorder25
ARD6615,2021,NEW,2,6,M,63,10.18,155,19:10,Recorder25
ARD7087,2021,AVN,3,6,F,64,11.05,155,9:25,Recorder6
AXH7217,2021,GLF,5,6,M,68,10.15,155,12:59,Recorder2
AXH7764,2021,PTH,3,5,F,60,9.94,155,8:29,Recorder3
AXH7765,2021,BIR,3,6,M,64,10,155,9:54,Recorder3
AXH7911,2021,BAD,1,6,F,61,11.28,155,9:53,Recorder2
AXH8501,2021,MUN,1,6,F,63,10.24,155,14:00,Recorder6
AXH8912,2021,KCK,5,5,F,62,10.09,155,12:13,Recorder25
AXH8935,2021,DNC,6,5,F,60,10.85,155,16:30,Recorder25
AXH8936,2021,DNC,6,5,M,64,10.52,155,16:30,Recorder25
AXH9464,2021,NEW,6,6,F,64,10.26,155,19:20,Recorder25
AXH9465,2021,NEW,6,6,M,64,10.6,155,19:20,Recorder25
AXH9596,2021,BLG,4,5,F,62,11.35,155,9:20,Recorder25
AXH9597,2021,BLG,4,5,M,63,10.99,155,9:20,Recorder25
AXH9692,2021,AVN,3,6,M,66,10.23,155,9:25,Recorder6
AXH9806,2021,AVN,2,6,M,66,10.19,155,9:18,Recorder24
AXH9807,2021,AVN,2,5,F,62,10.7,155,9:25,Recorder24
AXH9808,2021,CAR,3,5,M,63,10.35,155,10:36,Recorder24
AXH9809,2021,ART,4,6,M,65,10.6,155,12:40,Recorder24
AXH9810,2021,ART,4,5,F,62,10.66,155,12:45,Recorder24
S921514,2021,MUN,1,6,M,68,11,155,14:00,Recorder6
S922342,2021,STY,1,6,M,66,10.86,155,11:00,Recorder3
S922884,2021,BAD,1,6,M,67,10.72,155,9:53,Recorder2
AHD7056,2021,STY,7,6,F,64,11.53,157,8:55,Recorder2
AHD7253,2021,CAL,1,6,M,67,11.3,157,15:10,Recorder6
AHD7859,2021,GLF,8,6,F,65,11.05,157,13:00,Recorder3
ARD6485,2021,RSY,4,6,M,65,10.86,157,8:58,Recorder3
ARD6920,2021,STY,7,6,M,66,11.21,157,8:55,Recorder2
ARD7367,2021,CAR,5,6,M,67,10.79,157,14:24,Recorder25
ARD7537,2021,GLF,7,5,M,64,10.58,157,12:42,Recorder3
AXH7121,2021,ART,6,6,F,62,11.52,157,9:20,Recorder24
AXH7124,2021,DAV,5,6,F,62,9.78,157,8:30,Recorder24
AXH7125,2021,DAV,5,6,M,63,10.03,157,8:30,Recorder24
AXH7208,2021,BAD,3,6,M,65,10.51,157,10:29,Recorder3
AXH7455,2021,PIT,4,6,F,64,11.55,157,8:30,Recorder6
AXH7456,2021,PIT,4,6,M,65,11.11,157,8:30,Recorder6
AXH7471,2021,CAL,1,6,F,64,10.01,157,15:10,Recorder6
AXH7779,2021,RSY,4,6,F,64,11.11,157,8:56,Recorder3
AXH7797,2021,GLF,6,6,M,65,10.85,157,13:11,Recorder3
AXH7950,2021,BIR,3,6,F,63,10.09,157,7:11,Recorder2
AXH7951,2021,BIR,1,5,M,63,11.03,157,7:25,Recorder2
AXH7952,2021,BIR,1,5,F,63,10.31,157,7:25,Recorder2
AXH8238,2021,RTH,4,6,M,64,10.9,157,17:15,Recorder24
AXH8512,2021,KCK,8,5,F,64,10.11,157,12:15,Recorder6
AXH8513,2021,KCK,5,6,M,66,10.76,157,12:30,Recorder6
AXH8514,2021,KCZ,5,5,F,60,10.4,157,13:30,Recorder6
AXH8528,2021,HWP,4,5,F,61,10.33,157,19:10,Recorder6
AXH9192,2021,GLF,7,6,F,62,10.32,157,12:40,Recorder3
AXH9505,2021,GLF,5,6,F,61,10.76,157,12:47,Recorder2
AXH9827,2021,ART,6,5,M,64,11.59,157,9:20,Recorder24
AXH9828,2021,MUN,3,6,M,66,10.76,157,11:00,Recorder24
AXH9829,2021,AVN,6,5,F,64,10.71,157,15:30,Recorder24
AXH9830,2021,RTH,4,6,F,64,10.28,157,17:15,Recorder24
_APR7301,2021,BAD,5,5,F,62,11.33,159,9:50,Recorder3
_APR7305,2021,DOW,1,6,F,60,10.39,159,10:32,Recorder3
_APR7306,2021,DOW,1,5,M,64,10.01,159,10:34,Recorder3
_APR7313,2021,LVN,1,5,F,60,11.49,159,11:44,Recorder3
ARD6432,2021,GLF,4,6,M,66,10.44,159,11:10,Recorder2
ARD6433,2021,GLF,4,6,F,61,11,159,11:10,Recorder2
AXH7216,2021,LVN,1,6,M,64,10.25,159,11:46,Recorder3
AXH7798,2021,EDI,6,5,F,60,10.01,159,7:54,Recorder3
AXH7799,2021,BAD,4,6,M,66,10.24,159,9:41,Recorder3
AXH7800,2021,BAD,4,6,F,63,11.45,159,9:43,Recorder3
AXH7960,2021,BIR,2,5,F,63,10.41,159,7:51,Recorder2
AXH7962,2021,BIR,8,5,M,63,10.22,159,8:35,Recorder2
AXH7963,2021,BIR,8,5,F,61,10.91,159,8:35,Recorder2
AXH8062,2021,BAD,3,6,F,65,10.95,159,9:32,Recorder3
AXH8069,2021,DOW,5,6,F,62,9.94,159,10:43,Recorder3
AXH8530,2021,ART,5,5,F,63,10.05,159,9:10,Recorder6
AXH8531,2021,MUN,2,6,M,66,10.33,159,10:25,Recorder6
AXH8532,2021,MUN,2,5,F,62,10.58,159,10:25,Recorder6
AXH8533,2021,MUN,6,5,F,64,10.06,159,11:35,Recorder6
AXH8534,2021,TOM,8,6,M,67,11.41,159,14:05,Recorder6
AXH8535,2021,AVN,4,6,F,63,11.43,159,16:15,Recorder6
AXH8536,2021,AVN,4,6,M,66,11.09,159,16:15,Recorder6
AXH8951,2021,KCZ,6,6,F,64,9.89,159,9:36,Recorder25
AXH8952,2021,KCZ,6,5,M,66,9.92,159,9:36,Recorder25
AXH8953,2021,KCZ,2,6,F,61,10.31,159,10:28,Recorder25
AXH8972,2021,DUN,1,6,F,63,9.63,159,14:00,Recorder25
AXH8973,2021,BLA,3,5,F,62,10.02,159,15:50,Recorder25
AXH9492,2021,DOW,5,6,M,65,10.31,159,10:41,Recorder3
AXH9500,2021,INS,4,6,M,67,10.6,159,19:55,Recorder24
AXH9852,2021,MUN,7,6,M,65,10.37,159,12:15,Recorder24
AXH9858,2021,INS,4,5,F,61,10.2,159,19:30,Recorder24
S921216,2021,BLA,5,6,M,65,10.36,159,15:30,Recorder25
S921228,2021,DNM,2,6,M,64,11.02,159,18:15,Recorder25
S921897,2021,TOM,8,6,F,62,9.61,159,14:05,Recorder6
ARD7795,2021,INS,7,6,F,64,10.62,160,11:10,Recorder6
AXH8545,2021,INS,7,5,M,63,10.16,160,11:10,Recorder6
AXH8546,2021,FSH,5,6,M,67,10.1,160,13:00,Recorder6
AXH9451,2021,FSH,5,6,F,65,10.89,160,13:00,Recorder6
S922957,2021,FSH,3,6,F,65,11.66,160,12:10,Recorder6
Z632900,2021,FSH,3,6,M,67,11.3,160,12:10,Recorder6
_APR7314,2021,GLF,3,6,F,64,10.86,161,11:05,Recorder3
_APR7315,2021,GLF,3,5,M,65,10.49,161,11:07,Recorder3
_APR7316,2021,DOW,3,5,F,61,11.03,161,12:13,Recorder3
_APR7317,2021,DOW,3,6,M,65,10.91,161,12:15,Recorder3
AHD7771,2021,CAR,5,6,F,62,10.65,161,12:16,Recorder25
AHD7798,2021,MUN,6,6,M,65,9.82,161,16:20,Recorder6
AXH7207,2021,FOF,3,6,M,63,11.12,161,10:25,Recorder2
AXH7973,2021,BAD,6,5,M,64,10.12,161,11:06,Recorder2
AXH8987,2021,AVI,3,6,M,67,10.63,161,9:38,Recorder25
AXH9489,2021,BAD,6,6,F,65,10.7,161,11:06,Recorder2
AXH9868,2021,KCK,8,5,M,63,9.88,161,11:15,Recorder24
AXH9869,2021,BLA,2,5,M,61,10.4,161,14:00,Recorder24
AXH9870,2021,DNM,6,6,M,65,10.7,161,18:00,Recorder24
S921731,2021,AVI,3,6,F,64,10.93,161,9:38,Recorder25
AHD7925,2021,PIT,7,6,F,61,10.45,163,11:30,Recorder6
ARD6178,2021,STY,2,6,M,67,11,163,12:08,Recorder2
ARD7524,2021,FOF,3,6,F,61,10.38,163,13:47,Recorder2
AXH7951,2021,BIR,2,5,M,63,10.69,163,7:05,Recorder2
AXH7974,2021,BLA,3,5,M,64,10.36,163,9:22,Recorder2
AXH7975,2021,KCK,2,5,F,63,10,163,10:31,Recorder2
AXH7976,2021,STY,2,5,F,62,10.19,163,12:08,Recorder2
AXH8224,2021,BLA,2,6,F,,,163,9:06,Recorder2
AXH8513,2021,KCK,2,6,M,65,11.23,163,10:31,Recorder2
AXH8547,2021,DNM,6,5,F,62,9.85,163,8:32,Recorder6
AXH8548,2021,CAL,5,6,M,66,10.46,163,10:05,Recorder6
AXH8616,2021,MUN,7,6,F,64,11.67,163,15:42,Recorder25
AXH9882,2021,FSH,4,6,F,61,10.1,163,9:45,Recorder24
AXH9890,2021,CAR,1,5,M,65,10.41,163,13:45,Recorder24
AXH9891,2021,CAR,1,5,F,62,10.12,163,13:52,Recorder24
S921216,2021,BLA,5,6,M,64,10.5,163,9:46,Recorder2
AHD7311,2021,DOR,2,6,F,65,11.23,164,14:08,Recorder25
ARD7974,2021,ALN,5,6,M,66,10.08,164,11:10,Recorder6
AXH8560,2021,FOU,8,6,F,62,10.22,164,8:55,Recorder6
AXH8568,2021,ALN,7,5,M,63,9.77,164,10:45,Recorder6
AXH8569,2021,ALN,7,6,F,66,9.74,164,10:45,Recorder6
AXH8575,2021,DOR,1,6,F,63,10,164,13:38,Recorder6
AXH8576,2021,DOR,1,5,M,65,10.42,164,13:38,Recorder6
AXH8617,2021,FOU,6,6,F,63,10.27,164,6:28,Recorder25
AXH8618,2021,ALN,3,5,M,66,11.01,164,10:13,Recorder25
AXH8619,2021,ALN,3,5,F,64,9.96,164,10:13,Recorder25
AXH9302,2021,DOR,6,6,F,63,10.34,164,13:50,Recorder25
AXH9322,2021,ALN,5,6,F,64,9.27,164,11:10,Recorder25
AHD7069,2021,DOW,4,6,F,64,10.45,165,9:55,Recorder2
AHD7439,2021,PIT,6,6,M,66,11.55,165,8:30,Recorder25
AXH7048,2021,PIT,3,5,M,65,11.57,165,8:22,Recorder25
AXH7457,2021,PIT,6,6,F,61,10.51,165,8:30,Recorder25
AXH8239,2021,RTH,5,6,F,63,10.57,165,11:35,Recorder6
AXH8584,2021,RTH,5,6,M,65,10.21,165,11:35,Recorder6
AXH8631,2021,PIT,3,5,F,60,10.01,165,8:22,Recorder25
AXH8632,2021,DUN,5,6,F,64,10.27,165,10:32,Recorder25
AXH8640,2021,DNC,2,5,F,63,10.25,165,16:29,Recorder25
S921362,2021,MUN,5,6,F,62,10.02,165,15:12,Recorder6
S922413,2021,DOW,4,6,M,67,11.14,165,9:55,Recorder2
AXH7154,2021,SER,6,6,M,66,11.42,167,12:31,Recorder2
AXH7217,2021,GLF,8,6,M,67,10.46,167,11:40,Recorder2
AXH7983,2021,BAD,5,6,M,66,10.39,167,9:26,Recorder2
AXH7984,2021,LVN,4,5,M,66,11.2,167,10:36,Recorder2
AXH7985,2021,LVN,4,5,F,62,10.96,167,10:36,Recorder2
AXH7986,2021,SER,6,6,F,63,11.21,167,12:31,Recorder2
AXH8588,2021,FSH,2,5,F,63,10.69,167,8:35,Recorder6
AXH8589,2021,FSH,2,6,M,66,10.13,167,8:35,Recorder6
AXH8590,2021,FSH,8,6,M,67,9.65,167,9:50,Recorder6
AXH8591,2021,FSH,8,6,F,63,10.61,167,9:50,Recorder6
AXH8656,2021,RTH,6,6,F,64,9.98,167,12:05,Recorder25
AXH8657,2021,RTH,6,5,M,65,10.55,167,12:05,Recorder25
AXH9912,2021,DNM,3,5,F,62,9.83,167,8:41,Recorder24
AXH9913,2021,BLG,3,6,F,59,9.77,167,13:40,Recorder24
ARD6744,2021,DOW,7,6,M,67,9.85,169,8:07,Recorder2
ARD7491,2021,FSH,1,5,M,63,9.39,169,9:10,Recorder6
AXH8598,2021,FSH,1,5,F,63,10.45,169,9:10,Recorder6
AXH8658,2021,DNS,1,6,M,67,10.49,169,8:19,Recorder25
AXH8659,2021,DNS,1,6,F,64,9.95,169,8:19,Recorder25
AXH8660,2021,KCZ,8,6,F,61,9.32,169,11:01,Recorder25
AXH9914,2021,INS,5,5,F,59,10.18,169,8:00,Recorder24
AXH9915,2021,SLS,3,5,M,63,10.88,169,11:40,Recorder24
AXH9916,2021,MUN,8,6,F,62,9.9,169,14:00,Recorder24
AXH9917,2021,MUN,8,5,M,62,10.35,169,14:00,Recorder24
S921228,2021,DNM,3,6,M,63,11.55,169,16:38,Recorder25
S922422,2021,DOW,7,6,F,65,10.61,169,8:07,Recorder2
AHD7404,2021,AVN,8,6,M,65,11.35,171,16:01,Recorder25
ARD7082,2021,DNS,4,6,F,63,10.9,171,9:55,Recorder6
AXH8303,2021,CRU,5,5,M,65,10.34,171,8:15,Recorder6
AXH8304,2021,CRU,5,5,F,62,10.55,171,8:15,Recorder6
AXH8305,2021,DNS,4,5,M,64,11.04,171,9:55,Recorder6
AXH8306,2021,DNM,5,6,M,66,10.52,171,10:35,Recorder6
AXH8307,2021,DNM,5,5,F,62,10.16,171,10:35,Recorder6
AXH8673,2021,AVN,8,6,F,65,10.72,171,16:01,Recorder25
AXH8209,2021,CAL,6,6,M,65,11:20,173,11:20,Recorder24
AXH8308,2021,SLS,5,6,M,67,11.51,173,14:31,Recorder6
AXH8674,2021,SLS,3,5,F,63,10.54,173,14:12,Recorder25
AXH9919,2021,CRU,3,6,F,62,9.42,173,8:30,Recorder24
S921851,2021,CRU,3,6,M,65,9.6,175,8:35,Recorder6
AXH7989,2021,SLS,1,6,F,63,10.45,179,8:19,Recorder2
